Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Juvenile polyposis syndrome,knowledge_filtered,2,2,1.0,558.0,558.0,842.8,0.31899641577060933,1147.0,0.5,0.5,1.0,SMAD4(914); BMPR1A(202)
Juvenile rheumatoid arthritis,knowledge_filtered,28,28,1.0,555.5,1102.5357142857142,2410.9000000000005,0.6007105605353151,444.0,0.5357142857142857,0.7857142857142857,0.9285714285714286,TNF(6439); IL6(5459); HLA-DRB1(2868); HLA-B(2215); HLA-A(1667)
Glucosephosphate dehydrogenase deficiency,knowledge_filtered,1,1,1.0,552.0,552.0,552.0,0.0,446.0,1.0,1.0,1.0,G6PD(552)
Immunodeficiency 14,knowledge_filtered,2,2,1.0,551.5,551.5,807.9,0.29057116953762474,970.0,0.5,1.0,1.0,PIK3R1(872); PIK3CD(231)
X-linked hyper IgM syndrome,knowledge_filtered,1,1,1.0,548.0,548.0,548.0,0.0,450.0,1.0,1.0,1.0,CD40LG(548)
Stormorken syndrome,knowledge_filtered,1,1,1.0,545.0,545.0,545.0,0.0,454.0,1.0,1.0,1.0,STIM1(545)
Systemic mastocytosis,knowledge_filtered,6,6,1.0,541.5,625.0,1051.0,0.29377777777777786,478.5,0.5,1.0,1.0,KIT(1171); RUNX1(931); DNMT3A(612); TET2(471); SRSF2(323)
Thrombotic thrombocytopenic purpura,knowledge_filtered,1,1,1.0,539.0,539.0,539.0,0.0,468.0,1.0,1.0,1.0,ADAMTS13(539)
Frontometaphyseal dysplasia,knowledge_filtered,3,3,1.0,535.0,496.0,664.6,0.19758064516129034,471.0,0.6666666666666666,1.0,1.0,FLNA(697); MAP3K7(535); TAB2(256)
Lynch syndrome,knowledge_filtered,8,8,1.0,533.0,552.6153846153846,1074.4,0.3580178173719376,475.0,0.5384615384615384,0.8461538461538461,1.0,MLH1(1110); MLH1(1110); MSH2(932); MSH2(932); TGFBR2(622)
Silver-Russell syndrome,knowledge_filtered,5,5,1.0,532.0,441.2,677.0,0.29138712601994554,476.0,0.6,0.8,1.0,IGF2(749); H19(569); HMGA2(532); CDKN1C(252); PLAG1(104)
Nephrolithiasis,knowledge_filtered,9,9,1.0,529.0,518.4444444444445,1077.4,0.4148687907796352,482.0,0.5555555555555556,0.7777777777777778,0.8888888888888888,SPP1(1203); IL1RN(1046); FGF23(654); CASR(535); KL(529)
Hyperphosphatemic familial tumoral calcinosis,knowledge_filtered,3,3,1.0,529.0,423.3333333333333,629.0,0.2976377952755905,482.0,0.6666666666666666,0.6666666666666666,1.0,FGF23(654); KL(529); GALNT3(87)
Acromicric dysplasia,knowledge_filtered,1,1,1.0,526.0,526.0,526.0,0.0,487.0,1.0,1.0,1.0,FBN1(526)
Marfan syndrome,knowledge_filtered,1,1,1.0,526.0,526.0,526.0,0.0,487.0,1.0,1.0,1.0,FBN1(526)
Langerhans-cell histiocytosis,knowledge_filtered,3,3,1.0,523.0,1156.3333333333333,2299.0,0.48813298741231864,492.0,0.6666666666666666,0.6666666666666666,1.0,BRAF(2743); MAP2K1(523); MAP3K1(203)
Melorheostosis,knowledge_filtered,1,1,1.0,523.0,523.0,523.0,0.0,492.0,1.0,1.0,1.0,MAP2K1(523)
Short QT syndrome,knowledge_filtered,4,4,1.0,517.0,475.25,670.9,0.230273540241978,554.5,0.5,0.75,1.0,KCNH2(685); KCNQ1(638); CACNA1C(396); KCNJ2(182)
Retinoblastoma,knowledge_filtered,3,3,1.0,511.0,654.3333333333334,1236.6000000000001,0.47002886737986077,519.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,RB1(1418); MYCN(511); AADAC(34)
Lateral meningocele syndrome,knowledge_filtered,1,1,1.0,508.0,508.0,508.0,0.0,524.0,0.0,1.0,1.0,NOTCH3(508)
CADASIL,knowledge_filtered,1,1,1.0,508.0,508.0,508.0,0.0,524.0,0.0,1.0,1.0,NOTCH3(508)
Alpha thalassemia,knowledge_filtered,2,2,1.0,507.5,507.5,641.5,0.1650246305418719,634.5,0.5,1.0,1.0,HBA1(675); HBA2(340)
Crohn's disease,knowledge_filtered,14,14,1.0,506.5,1156.7142857142858,3299.9000000000005,0.5510771185095009,548.0,0.5,0.7142857142857143,1.0,STAT3(3689); IL10(3485); HLA-DRB1(2868); JAK2(1804); LRRK2(1107)
STING-associated vasculopathy with onset in infancy,knowledge_filtered,1,1,1.0,501.0,501.0,501.0,0.0,534.0,0.0,1.0,1.0,STING1(501)
Chronic myeloid leukemia,knowledge_filtered,3,3,1.0,499.0,507.6666666666667,836.6,0.35806522214926684,538.0,0.3333333333333333,0.6666666666666666,1.0,ABL1(921); BCR(499); ABCB7(103)
PrP Systemic Amyloidosis,knowledge_filtered,2,2,1.0,488.0,488.0,788.0,0.38422131147540983,2233.5,0.5,0.5,1.0,PRNP(863); APCS(113)
Lattice corneal dystrophy,knowledge_filtered,3,3,1.0,485.5,1628.5,3852.4000000000005,0.5775253300583358,695.5,0.5,1.0,1.0,APOE(5224); CLU(652); TGFBI(319); TGFBI(319)
Rheumatoid arthritis,knowledge_filtered,4,4,1.0,483.5,974.5,2206.5000000000005,0.5627244740892765,735.5,0.5,0.75,1.0,HLA-DRB1(2868); TTR(663); SAA1(304); SAA2(63)
Factor VII deficiency,knowledge_filtered,1,1,1.0,483.0,483.0,483.0,0.0,556.0,0.0,1.0,1.0,F7(483)
Acatalasia,knowledge_filtered,1,1,1.0,482.0,482.0,482.0,0.0,557.0,0.0,1.0,1.0,CAT(482)
Abetalipoproteinemia,knowledge_filtered,4,4,1.0,477.0,516.5,895.6,0.35648596321394,1320.5,0.5,0.5,1.0,APOB(949); PCSK9(771); MTTP(183); ANGPTL3(163)
Creutzfeldt-Jakob disease,knowledge_filtered,8,8,1.0,475.0,1017.625,2171.2999999999993,0.6481851123940547,1181.5,0.5,0.5,1.0,APOE(5224); PRNP(863); YWHAZ(785); C3(747); C1QA(203)
Transient myeloproliferative syndrome,knowledge_filtered,2,2,1.0,475.0,475.0,531.0,0.0736842105263158,587.0,0.5,1.0,1.0,STIM1(545); ORAI1(405)
Essential thrombocythemia,knowledge_filtered,5,5,1.0,471.0,675.8,1362.4,0.4441550754661142,573.0,0.4,0.8,1.0,JAK2(1804); CALR(700); TET2(471); MPL(252); THPO(152)
Hereditary beta-2-microglobulin-related Amyloidosis,knowledge_filtered,1,1,1.0,471.0,471.0,471.0,0.0,574.0,0.0,1.0,1.0,B2M(471)
Apolipoprotein C-III associated Amyloidosis,knowledge_filtered,5,5,1.0,467.0,1431.2,3584.8,0.6216880939072107,582.0,0.4,0.8,1.0,APOE(5224); APOA1(1126); APOC3(467); APOA4(226); APCS(113)
Congenital myopathy 5,knowledge_filtered,1,1,1.0,467.0,467.0,467.0,0.0,585.0,0.0,1.0,1.0,TTN(467)
Tibial muscular dystrophy,knowledge_filtered,1,1,1.0,467.0,467.0,467.0,0.0,585.0,0.0,1.0,1.0,TTN(467)
Myofibrillar myopathy 9,knowledge_filtered,1,1,1.0,467.0,467.0,467.0,0.0,585.0,0.0,1.0,1.0,TTN(467)
Familial hyperlipidemia,knowledge_filtered,4,4,1.0,466.0,1557.0,3892.000000000001,0.6459537572254336,1669.0,0.5,0.5,1.0,APOE(5224); LPL(784); APOC2(148); LDLRAP1(72)
Warfarin resistance,knowledge_filtered,7,7,1.0,460.0,726.7142857142857,1477.2000000000007,0.4881911876211071,597.0,0.42857142857142855,0.7142857142857143,1.0,ABCB1(2568); UGT1A1(750); NQO1(649); VKORC1(460); CYP2A6(318)
Alopecia areata,knowledge_filtered,45,45,1.0,459.0,905.5777777777778,2178.0,0.602320324790939,598.0,0.4888888888888889,0.6888888888888889,0.9333333333333333,TNF(6439); MTHFR(3862); IL1B(3209); HLA-DRB1(2868); NOS3(2192)
Homocystinuria,knowledge_filtered,5,5,1.0,458.0,1046.2,2512.0,0.5927738482125788,600.0,0.2,0.8,0.8,MTHFR(3862); MTR(487); CBS(458); MTRR(389); MMADHC(35)
Nemaline myopathy 3,knowledge_filtered,1,1,1.0,454.0,454.0,454.0,0.0,603.0,0.0,1.0,1.0,ACTA1(454)
DOID:12252,knowledge_filtered,9,9,1.0,451.5,413.0,691.0,0.3654829163303739,683.5,0.5,0.5833333333333334,1.0,PRKACA(723); GNAS(691); GNAS(691); GNAS(691); GNAS(691)
Tuberous sclerosis,knowledge_filtered,2,2,1.0,446.5,446.5,522.1,0.10582306830907062,677.5,0.5,1.0,1.0,TSC2(541); TSC1(352)
Lymphangioleiomyomatosis,knowledge_filtered,2,2,1.0,446.5,446.5,522.1,0.10582306830907062,677.5,0.5,1.0,1.0,TSC2(541); TSC1(352)
Keratosis follicularis,knowledge_filtered,1,1,1.0,444.0,444.0,444.0,0.0,622.0,0.0,1.0,1.0,ATP2A2(444)
Core binding factor acute myeloid leukemia,knowledge_filtered,10,10,1.0,442.0,747.0,1358.2999999999993,0.5325301204819277,1177.5,0.5,0.5,1.0,KRAS(3044); KIT(1171); RUNX1(931); FLT3(833); NRAS(677)
Plasminogen deficiency type I,knowledge_filtered,1,1,1.0,438.0,438.0,438.0,0.0,637.0,0.0,1.0,1.0,PLG(438)
Jervell-Lange Nielsen syndrome,knowledge_filtered,2,2,1.0,437.0,437.0,597.8,0.22997711670480547,1025.0,0.5,1.0,1.0,KCNQ1(638); KCNE1(236)
Neuronal ceroid lipofuscinosis 10,knowledge_filtered,1,1,1.0,428.0,428.0,428.0,0.0,658.0,0.0,1.0,1.0,CTSD(428)
Granulomatosis with polyangiitis,knowledge_filtered,1,1,1.0,428.0,428.0,428.0,0.0,657.0,0.0,1.0,1.0,HLA-DPB1(428)
Craniometaphyseal dysplasia,knowledge_filtered,2,2,1.0,424.5,424.5,700.1,0.40577149587750294,3164.5,0.5,0.5,1.0,GJA1(769); ANKH(80)
Alcohol use disorder,knowledge_filtered,15,15,1.0,424.0,690.8,1773.7999999999997,0.5299363057324841,663.0,0.4666666666666667,0.6666666666666666,0.9333333333333333,SLC6A4(2401); COMT(2073); DRD2(1325); SLC6A3(868); ALDH2(827)
Gestational diabetes,knowledge_filtered,8,8,1.0,424.0,481.0,715.8,0.23356288981288986,665.5,0.375,1.0,1.0,TCF7L2(853); IRS1(657); KCNQ1(638); IGF2BP2(425); KCNJ11(423)
Alzheimer's disease,knowledge_filtered,28,26,0.9285714285714286,423.5,1367.1764705882354,4612.899999999999,0.6156881305142313,669.5,0.4411764705882353,0.8235294117647058,0.9411764705882353,IL6(5459); APOE(5224); APOE(5224); APOE(5224); APP(3187)
Congenital afibrinogenemia,knowledge_filtered,3,3,1.0,422.0,412.6666666666667,459.6,0.06569736133548727,673.0,0.0,1.0,1.0,FGB(469); FGA(422); FGG(347)
Hereditary fibrinogen A alpha-chain Amyloidosis,knowledge_filtered,1,1,1.0,422.0,422.0,422.0,0.0,673.0,0.0,1.0,1.0,FGA(422)
Nephroblastoma,knowledge_filtered,10,10,1.0,421.0,1780.5,4179.399999999997,0.7414490311710195,876.0,0.5,0.7,0.9,TP53(11608); CTNNB1(3354); WT1(758); IGF2(749); H19(569)
Peters anomaly,knowledge_filtered,5,5,1.0,420.0,459.8,725.4,0.26481078729882557,680.0,0.4,1.0,1.0,SOX2(815); CYP1B1(591); PAX6(420); FOXC1(247); PITX2(226)
Aniridia,knowledge_filtered,1,1,1.0,420.0,420.0,420.0,0.0,680.0,0.0,1.0,1.0,PAX6(420)
Thoracic aortic aneurysm,knowledge_filtered,8,8,1.0,419.5,453.0,743.8,0.3398868653421634,785.0,0.5,0.625,1.0,SMAD3(1028); TGFBR2(622); TGFBR1(617); FBN1(526); ACTA2(313)
Pseudohermaphroditism,knowledge_filtered,7,7,1.0,419.0,810.5714285714286,1855.4000000000005,0.5480638501435118,684.0,0.42857142857142855,0.7142857142857143,1.0,AR(2708); NR3C1(1287); CYP19A1(833); AMH(419); SRD5A2(272)
Hereditary sensory and autonomic neuropathy type 5,knowledge_filtered,1,1,1.0,412.0,412.0,412.0,0.0,699.0,0.0,1.0,1.0,NGF(412)
Beckwith-Wiedemann syndrome,knowledge_filtered,4,4,1.0,410.5,433.5,695.0,0.2987312572087658,978.0,0.5,0.75,1.0,IGF2(749); H19(569); CDKN1C(252); KCNQ1OT1(164)
Leprosy,knowledge_filtered,6,6,1.0,409.0,616.6666666666666,1304.0,0.47342342342342336,1105.5,0.5,0.8333333333333334,1.0,TLR2(1621); PRKN(987); LTA(592); CYP27B1(226); TLR1(224)
Schwannomatosis,knowledge_filtered,3,3,1.0,405.0,335.0,502.6,0.30116086235489226,718.0,0.3333333333333333,0.6666666666666666,1.0,SMARCB1(527); NF2(405); LZTR1(73)
Vestibular schwannomatosis,knowledge_filtered,1,1,1.0,405.0,405.0,405.0,0.0,718.0,0.0,1.0,1.0,NF2(405)
Protein C deficiency,knowledge_filtered,1,1,1.0,403.0,403.0,403.0,0.0,724.0,0.0,1.0,1.0,PROC(403)
Wild type beta-2-microglobulin-related Amyloidosis,knowledge_filtered,4,4,1.0,396.5,1532.5,3798.100000000001,0.6314029363784666,801.5,0.25,0.75,1.0,APOE(5224); B2M(471); A2M(322); APCS(113)
Timothy syndrome,knowledge_filtered,1,1,1.0,396.0,396.0,396.0,0.0,751.0,0.0,1.0,1.0,CACNA1C(396)
Vitiligo,knowledge_filtered,2,2,1.0,394.5,394.5,550.1,0.2465145754119138,1268.0,0.5,0.5,1.0,PTPN22(589); NLRP1(200)
Tietz syndrome,knowledge_filtered,1,1,1.0,386.0,386.0,386.0,0.0,780.0,0.0,1.0,1.0,MITF(386)
Bloom syndrome,knowledge_filtered,1,1,1.0,385.0,385.0,385.0,0.0,783.0,0.0,1.0,1.0,BLM(385)
Immunodeficiency 48,knowledge_filtered,1,1,1.0,384.0,384.0,384.0,0.0,785.0,0.0,1.0,1.0,ZAP70(384)
Periventricular nodular heterotopia,knowledge_filtered,3,3,1.0,383.0,389.6666666666667,634.2,0.3467351012261191,789.0,0.3333333333333333,0.6666666666666666,1.0,FLNA(697); NEDD4L(383); ARFGEF2(89)
Spinal muscular atrophy,knowledge_filtered,2,2,1.0,383.0,383.0,451.0,0.11096605744125321,874.5,0.0,1.0,1.0,SMN1(468); SMN2(298)
Hajdu-Cheney syndrome,knowledge_filtered,1,1,1.0,383.0,383.0,383.0,0.0,787.0,0.0,1.0,1.0,NOTCH2(383)
Kniest dysplasia,knowledge_filtered,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Torrance type platyspondylic dysplasia,knowledge_filtered,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Spondyloperipheral dysplasia,knowledge_filtered,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Legg-Calve-Perthes disease,knowledge_filtered,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Spondyloepiphyseal dysplasia congenita,knowledge_filtered,1,1,1.0,381.0,381.0,381.0,0.0,793.0,0.0,1.0,1.0,COL2A1(381)
Alexander disease,knowledge_filtered,1,1,1.0,380.0,380.0,380.0,0.0,799.0,0.0,1.0,1.0,GFAP(380)
Thrombophilia,knowledge_filtered,8,8,1.0,375.5,585.875,1385.9,0.41399082568807344,816.5,0.25,0.875,1.0,F2(1486); F5(1343); PLG(438); PROC(403); THBD(348)
Dermatofibrosarcoma protuberans,knowledge_filtered,3,3,1.0,373.0,444.0,759.4,0.37687687687687693,816.0,0.3333333333333333,0.6666666666666666,1.0,COL1A1(856); PDGFB(373); ABCB7(103)
Isolated growth hormone deficiency,knowledge_filtered,3,3,1.0,373.0,318.6666666666667,458.6,0.2629009762900976,817.0,0.0,0.6666666666666666,1.0,GH1(480); BTK(373); GHRHR(103)
adult-onset autosomal dominant demyelinating leukodystrophy,knowledge_filtered,1,1,1.0,372.0,372.0,372.0,0.0,822.0,0.0,1.0,1.0,LMNB1(372)
Werner syndrome,knowledge_filtered,1,1,1.0,372.0,372.0,372.0,0.0,820.0,0.0,1.0,1.0,WRN(372)
Finnish type amyloidosis,knowledge_filtered,8,8,1.0,370.0,959.7777777777778,1652.8000000000006,0.6071621517326542,828.0,0.4444444444444444,0.7777777777777778,1.0,APOE(5224); SERPINA1(760); C3(747); CST3(646); GSN(370)
Corticosterone methyloxidase deficiency 1,knowledge_filtered,1,1,1.0,369.0,369.0,369.0,0.0,835.0,0.0,1.0,1.0,CYP11B2(369)
Myeloid and lymphoid neoplasms associated with PDGFRA rearrangement,knowledge_filtered,2,2,1.0,368.0,368.0,520.0,0.25815217391304346,1455.5,0.5,0.5,1.0,PDGFRA(558); FIP1L1(178)
Primary polycythemia,knowledge_filtered,6,6,1.0,367.0,461.8,916.0,0.34452143785188394,1009.5,0.4,0.9,0.9,VHL(916); VHL(916); EPAS1(634); EPAS1(634); EPO(474)
Chromosome 2q37 deletion syndrome,knowledge_filtered,1,1,1.0,366.0,366.0,366.0,0.0,846.0,0.0,1.0,1.0,HDAC4(366)
Acute necrotizing encephalitis,knowledge_filtered,1,1,1.0,366.0,366.0,366.0,0.0,848.0,0.0,1.0,1.0,RANBP2(366)
Alpha thalassemia-X-linked intellectual disability syndrome,knowledge_filtered,1,1,1.0,364.0,364.0,364.0,0.0,854.0,0.0,1.0,1.0,ATRX(364)
Hereditary hemorrhagic telangiectasia,knowledge_filtered,4,4,1.0,363.5,445.25,799.4000000000001,0.3732453677709152,1334.0,0.5,0.5,1.0,SMAD4(914); ENG(532); ACVRL1(195); GDF2(140)
Dubin-Johnson syndrome,knowledge_filtered,1,1,1.0,361.0,361.0,361.0,0.0,861.0,0.0,1.0,1.0,ABCC2(361)
Autosomal dominant hypocalcemia,knowledge_filtered,2,2,1.0,360.0,360.0,500.0,0.24305555555555558,1411.0,0.5,0.5,1.0,CASR(535); GNA11(185)
Alagille syndrome,knowledge_filtered,3,3,1.0,358.0,269.3333333333333,378.0,0.26072607260726066,869.0,0.0,0.6666666666666666,1.0,NOTCH2(383); JAG1(358); ABCA2(67)
Carpal tunnel syndrome,knowledge_filtered,8,8,1.0,355.5,608.375,1280.1999999999998,0.5362389562358743,1283.5,0.375,0.5,0.875,GSTM1(2270); COL1A1(856); TTR(663); IL6R(505); COL5A1(206)
Hyperinsulinemic hypoglycemia,knowledge_filtered,9,9,1.0,353.0,366.6666666666667,550.4,0.21003367003367007,883.0,0.2222222222222222,0.8888888888888888,1.0,HNF4A(592); HNF1A(540); KCNJ11(423); UCP2(394); GCK(353)
Permanent neonatal diabetes mellitus,knowledge_filtered,5,5,1.0,353.0,460.4,787.8000000000001,0.31120764552562985,883.0,0.2,0.8,1.0,INS(1031); KCNJ11(423); GCK(353); ABCC8(296); PDX1(199)
Mowat-Wilson syndrome,knowledge_filtered,1,1,1.0,350.0,350.0,350.0,0.0,902.0,0.0,1.0,1.0,ZEB2(350)
Restrictive cardiomyopathy,knowledge_filtered,5,5,1.0,349.0,332.8,424.4,0.1447115384615385,903.0,0.0,0.8,1.0,TNNT2(448); TNNI3(389); MYH7(349); ACTC1(273); DES(205)
Distal myopathy 1,knowledge_filtered,1,1,1.0,349.0,349.0,349.0,0.0,903.0,0.0,1.0,1.0,MYH7(349)
Hyaline body myopathy,knowledge_filtered,1,1,1.0,349.0,349.0,349.0,0.0,903.0,0.0,1.0,1.0,MYH7(349)
Alpers-Huttenlocher syndrome,knowledge_filtered,1,1,1.0,349.0,349.0,349.0,0.0,904.0,0.0,1.0,1.0,POLG(349)
Laron syndrome,knowledge_filtered,1,1,1.0,346.0,346.0,346.0,0.0,920.0,0.0,1.0,1.0,GHR(346)
Congenital myopathy 1A,knowledge_filtered,1,1,1.0,345.0,345.0,345.0,0.0,926.0,0.0,1.0,1.0,RYR1(345)
Brooke-Spiegler syndrome,knowledge_filtered,1,1,1.0,345.0,345.0,345.0,0.0,922.0,0.0,1.0,1.0,CYLD(345)
Prolactinoma,knowledge_filtered,1,1,1.0,344.0,344.0,344.0,0.0,927.0,0.0,1.0,1.0,PRL(344)
VEXAS syndrome,knowledge_filtered,1,1,1.0,343.0,343.0,343.0,0.0,931.0,0.0,1.0,1.0,UBA1(343)
X-linked spinal muscular atrophy 2,knowledge_filtered,1,1,1.0,343.0,343.0,343.0,0.0,931.0,0.0,1.0,1.0,UBA1(343)
Carney complex,knowledge_filtered,1,1,1.0,343.0,343.0,343.0,0.0,934.0,0.0,1.0,1.0,PRKAR1A(343)
Acute promyelocytic leukemia,knowledge_filtered,7,7,1.0,338.0,459.42857142857144,874.2000000000002,0.39632196162046907,951.0,0.2857142857142857,0.7142857142857143,1.0,NPM1(1161); PML(683); RARA(466); NUMA1(338); STAT5B(328)
Cyclic hematopoiesis,knowledge_filtered,1,1,1.0,336.0,336.0,336.0,0.0,961.0,0.0,1.0,1.0,ELANE(336)
Junctional epidermolysis bullosa with pyloric atresia,knowledge_filtered,3,3,1.0,335.0,339.3333333333333,359.0,0.030779305828421737,963.0,0.0,1.0,1.0,ITGA6(365); PLEC(335); ITGB4(318)
Miller-Dieker lissencephaly syndrome,knowledge_filtered,3,3,1.0,335.0,382.6666666666667,547.0,0.2247386759581881,966.0,0.3333333333333333,1.0,1.0,YWHAE(600); CRK(335); PAFAH1B1(213)
MASA syndrome,knowledge_filtered,1,1,1.0,334.0,334.0,334.0,0.0,971.0,0.0,1.0,1.0,L1CAM(334)
Central diabetes insipidus,knowledge_filtered,1,1,1.0,333.0,333.0,333.0,0.0,977.0,0.0,1.0,1.0,AVP(333)
Pendred Syndrome,knowledge_filtered,1,1,1.0,331.0,331.0,331.0,0.0,985.0,0.0,1.0,1.0,SLC26A4(331)
Machado-Joseph disease,knowledge_filtered,1,1,1.0,331.0,331.0,331.0,0.0,987.0,0.0,1.0,1.0,ATXN3(331)
SOST-related sclerosing bone dysplasia,knowledge_filtered,1,1,1.0,330.0,330.0,330.0,0.0,989.0,0.0,1.0,1.0,SOST(330)
Ankylosing spondylitis,knowledge_filtered,17,17,1.0,328.0,718.1764705882352,1876.6000000000001,0.5776452279658689,995.0,0.29411764705882354,0.7058823529411765,1.0,STAT3(3689); HLA-B(2215); IL17A(1651); IL1A(1007); IL12B(600)
Gastrointestinal stromal tumor,knowledge_filtered,7,7,1.0,328.0,761.8571428571429,1799.8000000000006,0.5479092443277704,996.0,0.42857142857142855,0.7142857142857143,1.0,BRAF(2743); KIT(1171); PDGFRA(558); SDHB(328); SDHA(260)
X-linked thrombocytopenia with beta-thalassemia,knowledge_filtered,1,1,1.0,326.0,326.0,326.0,0.0,1002.0,0.0,1.0,1.0,GATA1(326)
7q11.23 duplication syndrome,knowledge_filtered,2,2,1.0,325.5,325.5,337.1,0.022273425499232058,1018.0,0.0,1.0,1.0,GTF2I(340); ELN(311)
osteoporosis-pseudoglioma syndrome,knowledge_filtered,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Idiopathic juvenile osteoporosis,knowledge_filtered,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Congenital myopathy 4A,knowledge_filtered,6,6,1.0,324.0,277.5,401.5,0.26176176176176175,1036.0,0.0,0.6666666666666666,1.0,ACTA1(454); MYH7(349); RYR1(345); TPM3(303); TPM2(163)
Phosphoglycerate kinase 1 deficiency,knowledge_filtered,1,1,1.0,323.0,323.0,323.0,0.0,1017.0,0.0,1.0,1.0,PGK1(323)
Paget's disease of bone,knowledge_filtered,4,4,1.0,321.0,441.75,837.5000000000001,0.4189303904923599,1056.0,0.25,0.75,1.0,SQSTM1(1046); PFN1(351); TNFRSF11A(291); ZNF687(79)
Factor X deficiency,knowledge_filtered,1,1,1.0,320.0,320.0,320.0,0.0,1039.0,0.0,1.0,1.0,F10(320)
Familial adenomatous polyposis 2,knowledge_filtered,1,1,1.0,320.0,320.0,320.0,0.0,1041.0,0.0,1.0,1.0,MUTYH(320)
Granular corneal dystrophy 2,knowledge_filtered,1,1,1.0,319.0,319.0,319.0,0.0,1047.0,0.0,1.0,1.0,TGFBI(319)
PHGDH deficiency,knowledge_filtered,1,1,1.0,318.0,318.0,318.0,0.0,1053.0,0.0,1.0,1.0,PHGDH(318)
Lissencephaly 3,knowledge_filtered,2,2,1.0,317.5,317.5,366.7,0.09685039370078741,1150.5,0.0,1.0,1.0,TUBA1A(379); RELN(256)
Borst-Jadassohn intraepidermal carcinoma,knowledge_filtered,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Mycosis fungoides,knowledge_filtered,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Epidermolysis bullosa simplex,knowledge_filtered,3,3,1.0,316.0,300.3333333333333,331.2,0.06289308176100628,1063.0,0.0,1.0,1.0,PLEC(335); KRT5(316); KRT14(250)
Neuroblastoma,knowledge_filtered,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
Thiopurine S-methyltransferase deficiency,knowledge_filtered,1,1,1.0,312.0,312.0,312.0,0.0,1085.0,0.0,1.0,1.0,TPMT(312)
Nicolaides-Baraitser syndrome,knowledge_filtered,1,1,1.0,312.0,312.0,312.0,0.0,1086.0,0.0,1.0,1.0,SMARCA2(312)
Amyloidosis,knowledge_filtered,34,32,0.9411764705882353,311.5,622.15625,1101.2000000000005,0.6081530338038073,1091.0,0.28125,0.65625,0.9375,APOE(5224); APP(3187); NLRP3(1288); APOA1(1126); PSEN1(878)
Supravalvular aortic stenosis,knowledge_filtered,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
Pitt-Hopkins syndrome,knowledge_filtered,1,1,1.0,311.0,311.0,311.0,0.0,1094.0,0.0,1.0,1.0,TCF4(311)
Metatropic dysplasia,knowledge_filtered,1,1,1.0,310.0,310.0,310.0,0.0,1098.0,0.0,1.0,1.0,TRPV4(310)
Cystic fibrosis,knowledge_filtered,3,3,1.0,304.0,770.3333333333334,1616.0,0.542622241453916,1135.0,0.3333333333333333,0.6666666666666666,1.0,CFTR(1944); SAA1(304); SAA2(63)
Autosomal dominant familial periodic fever,knowledge_filtered,3,3,1.0,304.0,398.0,722.4,0.42657733109994417,1135.0,0.3333333333333333,0.6666666666666666,1.0,TNFRSF1A(827); SAA1(304); SAA2(63)
Familial Mediterranean fever,knowledge_filtered,3,3,1.0,304.0,284.0,416.70000000000005,0.26540492957746475,1135.0,0.0,0.75,1.0,MEFV(465); SAA1(304); SAA1(304); SAA2(63)
CINCA Syndrome,knowledge_filtered,3,3,1.0,304.0,551.6666666666666,1091.2,0.49345417925478346,1135.0,0.3333333333333333,0.6666666666666666,1.0,NLRP3(1288); SAA1(304); SAA2(63)
DOID:0050747,knowledge_filtered,3,3,1.0,304.0,279.3333333333333,437.6,0.3245823389021479,1135.0,0.0,0.6666666666666666,1.0,B2M(471); SAA1(304); SAA2(63)
Behcet's disease,knowledge_filtered,3,3,1.0,304.0,860.6666666666666,1832.8000000000002,0.5556416214820552,1135.0,0.3333333333333333,0.6666666666666666,1.0,HLA-B(2215); SAA1(304); SAA2(63)
X-linked agammaglobulinemia,knowledge_filtered,3,3,1.0,304.0,246.66666666666666,359.2,0.27927927927927926,1135.0,0.0,0.6666666666666666,1.0,BTK(373); SAA1(304); SAA2(63)
