Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Spondyloepiphyseal dysplasia with congenital joint dislocations,knowledge_filtered,1,1,1.0,45.0,45.0,45.0,0.0,9704.0,0.0,0.0,1.0,CHST3(45)
Gilles de la Tourette syndrome,knowledge_filtered,1,1,1.0,45.0,45.0,45.0,0.0,9679.0,0.0,0.0,1.0,SLITRK1(45)
cytochrome-c oxidase deficiency disease,knowledge_filtered,23,20,0.8695652173913043,44.5,59.95,96.80000000000004,0.44466221851542953,9837.5,0.0,0.05,0.5,LRPPRC(296); SCO2(122); COX5A(94); SCO1(83); FASTKD2(73)
Monilethrix,knowledge_filtered,4,4,1.0,44.5,43.0,52.8,0.125,9813.0,0.0,0.0,0.5,KRT86(54); KRT81(50); DSG4(39); KRT83(29)
Neurodegeneration with brain iron accumulation 4,knowledge_filtered,1,1,1.0,44.0,44.0,44.0,0.0,9894.0,0.0,0.0,1.0,C19ORF12(44)
Neuronal ceroid lipofuscinosis 7,knowledge_filtered,1,1,1.0,44.0,44.0,44.0,0.0,9810.0,0.0,0.0,1.0,MFSD8(44)
Joubert syndrome,knowledge_filtered,34,33,0.9705882352941176,43.0,50.27272727272727,86.00000000000001,0.2992675397738689,10064.0,0.0,0.0,0.48484848484848486,CEP290(168); OFD1(122); NPHP1(93); AHI1(89); RPGRIP1L(74)
Poikiloderma with neutropenia,knowledge_filtered,1,1,1.0,43.0,43.0,43.0,0.0,9974.0,0.0,0.0,1.0,USB1(43)
Kaufman oculocerebrofacial syndrome,knowledge_filtered,1,1,1.0,43.0,43.0,43.0,0.0,10031.0,0.0,0.0,0.0,UBE3B(43)
scalp-ear-nipple syndrome,knowledge_filtered,1,1,1.0,43.0,43.0,43.0,0.0,10001.0,0.0,0.0,0.0,KCTD1(43)
Multiple mitochondrial dysfunctions syndrome,knowledge_filtered,2,2,1.0,42.5,42.5,50.9,0.12352941176470589,10267.0,0.0,0.0,0.5,NFU1(53); BOLA3(32)
Asphyxiating thoracic dystrophy,knowledge_filtered,11,9,0.8181818181818182,42.0,47.55555555555556,60.800000000000004,0.16718587746625127,10129.0,0.0,0.0,0.4444444444444444,DYNC2H1(92); CSPP1(53); CEP120(47); WDR35(46); IFT172(42)
Coenzyme Q10 deficiency disease,knowledge_filtered,9,9,1.0,42.0,48.55555555555556,62.400000000000006,0.1301805237732011,10099.0,0.0,0.0,0.3333333333333333,COQ8A(84); COQ8B(57); COQ2(50); PDSS2(43); COQ4(42)
Hereditary spastic paraplegia 15,knowledge_filtered,1,1,1.0,42.0,42.0,42.0,0.0,10230.0,0.0,0.0,0.0,ZFYVE26(42)
Hypomyelinating leukodystrophy 2,knowledge_filtered,1,1,1.0,42.0,42.0,42.0,0.0,10139.0,0.0,0.0,0.0,GJC2(42)
short-rib thoracic dysplasia 9 with or without polydactyly,knowledge_filtered,1,1,1.0,42.0,42.0,42.0,0.0,10191.0,0.0,0.0,0.0,IFT140(42)
Klippel-Feil syndrome,knowledge_filtered,4,4,1.0,41.5,40.75,47.5,0.0904907975460123,10277.0,0.0,0.0,0.5,GDF6(49); MEOX1(44); MYO18B(39); GDF3(31)
Peeling skin syndrome 2,knowledge_filtered,1,1,1.0,41.0,41.0,41.0,0.0,10314.0,0.0,0.0,0.0,TGM5(41)
Histidinemia,knowledge_filtered,1,1,1.0,41.0,41.0,41.0,0.0,10321.0,0.0,0.0,0.0,HAL(41)
Kawasaki disease,knowledge_filtered,1,1,1.0,41.0,41.0,41.0,0.0,10281.0,0.0,0.0,0.0,ITPKC(41)
McLeod syndrome,knowledge_filtered,1,1,1.0,41.0,41.0,41.0,0.0,10357.0,0.0,0.0,0.0,XK(41)
Combined malonic and methylmalonic acidemia,knowledge_filtered,1,1,1.0,41.0,41.0,41.0,0.0,10364.0,0.0,0.0,0.0,ACSF3(41)
Cranioectodermal dysplasia,knowledge_filtered,4,4,1.0,40.5,38.5,44.8,0.09740259740259738,10353.5,0.0,0.0,0.25,WDR35(46); WDR19(42); IFT122(39); IFT43(27)
Color blindness,knowledge_filtered,3,3,1.0,40.0,45.333333333333336,60.0,0.16666666666666666,10491.0,0.0,0.0,0.3333333333333333,OPN1LW(65); OPN1MW(40); OPN1SW(31)
Tyrosinemia,knowledge_filtered,3,3,1.0,40.0,47.333333333333336,62.4,0.15962441314553985,10462.0,0.0,0.0,0.3333333333333333,FAH(68); TAT(40); HPD(34)
Peters plus syndrome,knowledge_filtered,1,1,1.0,40.0,40.0,40.0,0.0,10444.0,0.0,0.0,0.0,B3GLCT(40)
3-methylglutaconic aciduria type 1,knowledge_filtered,1,1,1.0,40.0,40.0,40.0,0.0,10419.0,0.0,0.0,0.0,AUH(40)
Meesmann corneal dystrophy,knowledge_filtered,2,2,1.0,39.0,39.0,42.2,0.05128205128205132,10744.5,0.0,0.0,0.0,KRT3(43); KRT12(35)
cold-induced sweating syndrome,knowledge_filtered,2,2,1.0,39.0,39.0,40.6,0.02564102564102555,10637.5,0.0,0.0,0.0,CRLF1(41); CLCF1(37)
Neuronal ceroid lipofuscinosis 8,knowledge_filtered,1,1,1.0,39.0,39.0,39.0,0.0,10668.0,0.0,0.0,0.0,CLN8(39)
Weyers acrofacial dysostosis,knowledge_filtered,2,2,1.0,38.5,38.5,38.9,0.006493506493506551,10787.0,0.0,0.0,0.0,EVC(39); EVC2(38)
Ellis-Van Creveld syndrome,knowledge_filtered,2,2,1.0,38.5,38.5,38.9,0.006493506493506551,10787.0,0.0,0.0,0.0,EVC(39); EVC2(38)
Meckel syndrome,knowledge_filtered,8,8,1.0,38.0,55.125,102.19999999999999,0.3959750566893424,10826.0,0.0,0.0,0.375,CEP290(168); RPGRIP1L(74); TMEM67(56); MKS1(42); CC2D2A(34)
3MC syndrome,knowledge_filtered,3,3,1.0,38.0,72.0,121.2,0.32716049382716045,10829.0,0.0,0.0,0.3333333333333333,MASP1(142); COLEC11(38); COLEC10(36)
"T-cell immunodeficiency, congenital alopecia, and nail dystrophy",knowledge_filtered,1,1,1.0,37.0,37.0,37.0,0.0,10982.0,0.0,0.0,0.0,FOXN1(37)
N-acetylglutamate synthase deficiency,knowledge_filtered,1,1,1.0,37.0,37.0,37.0,0.0,10949.0,0.0,0.0,0.0,NAGS(37)
Methylmalonic acidemia,knowledge_filtered,5,5,1.0,35.0,54.8,100.0,0.35036496350364954,11303.0,0.0,0.0,0.4,MMUT(118); MMAB(73); MMADHC(35); MMAA(27); MCEE(21)
Native American myopathy,knowledge_filtered,1,1,1.0,35.0,35.0,35.0,0.0,11282.0,0.0,0.0,0.0,STAC3(35)
"3-methylglutaconic aciduria with deafness, encephalopathy, and Leigh-like syndrome",knowledge_filtered,1,1,1.0,35.0,35.0,35.0,0.0,11372.0,0.0,0.0,0.0,SERAC1(35)
Autosomal recessive congenital ichthyosis,knowledge_filtered,10,10,1.0,34.0,55.23076923076923,120.40000000000005,0.42704092564816803,11474.0,0.0,0.0,0.38461538461538464,TGM1(185); CASP14(135); ABCA12(62); ABCA12(62); ALOX12B(61)
Frontonasal dysplasia,knowledge_filtered,3,3,1.0,34.0,34.0,45.2,0.18300653594771235,11554.0,0.0,0.0,0.3333333333333333,ALX4(48); ALX1(34); ALX3(20)
Hyperopia,knowledge_filtered,2,2,1.0,34.0,34.0,42.0,0.1470588235294117,11800.5,0.0,0.0,0.5,MFRP(44); PRSS56(24)
Patau syndrome,knowledge_filtered,1,1,1.0,34.0,34.0,34.0,0.0,11526.0,0.0,0.0,0.0,AADAC(34)
Woodhouse-Sakati syndrome,knowledge_filtered,1,1,1.0,34.0,34.0,34.0,0.0,11543.0,0.0,0.0,0.0,DCAF17(34)
Leber hereditary optic neuropathy,knowledge_filtered,13,3,0.23076923076923078,32.0,73.66666666666667,138.4,0.4253393665158371,11946.0,0.0,0.0,0.3333333333333333,NDUFS2(165); DNAJC30(32); PRICKLE3(24)
Hartnup disease,knowledge_filtered,1,1,1.0,32.0,32.0,32.0,0.0,11959.0,0.0,0.0,0.0,SLC6A19(32)
Primary ciliary dyskinesia,knowledge_filtered,61,51,0.8360655737704918,30.0,53.31111111111111,65.50000000000004,0.5432541336668056,12427.0,0.022222222222222223,0.03333333333333333,0.25555555555555554,TP73(693); TP73(693); TUBB4B(337); RPGR(183); CENPF(161)
Congenital disorder of glycosylation Ig,knowledge_filtered,1,1,1.0,30.0,30.0,30.0,0.0,12482.0,0.0,0.0,0.0,ALG12(30)
Glutamate formiminotransferase deficiency,knowledge_filtered,1,1,1.0,30.0,30.0,30.0,0.0,12389.0,0.0,0.0,0.0,FTCD(30)
X-linked chondrodysplasia punctata 1,knowledge_filtered,1,1,1.0,30.0,30.0,30.0,0.0,12525.0,0.0,0.0,0.0,ARSL(30)
Dihydropyrimidinase deficiency,knowledge_filtered,1,1,1.0,29.0,29.0,29.0,0.0,12639.0,0.0,0.0,0.0,DPYS(29)
Hereditary spastic paraplegia 49,knowledge_filtered,1,1,1.0,29.0,29.0,29.0,0.0,12544.0,0.0,0.0,0.0,TECPR2(29)
Visceral heterotaxy,knowledge_filtered,16,14,0.875,27.5,89.92857142857143,122.00000000000003,0.6645296720753432,13057.0,0.07142857142857142,0.07142857142857142,0.2857142857142857,SMAD2(736); NODAL(131); ACVR2B(101); ZIC3(48); LEFTY2(39)
Calcifying Epithelial Odontogenic Tumor,knowledge_filtered,1,1,1.0,27.0,27.0,27.0,0.0,13145.0,0.0,0.0,0.0,ODAM(27)
High myopia-sensorineural deafness syndrome,knowledge_filtered,1,1,1.0,27.0,27.0,27.0,0.0,13099.0,0.0,0.0,0.0,SLITRK6(27)
Congenital stationary night blindness 1B,knowledge_filtered,6,6,1.0,26.0,28.333333333333332,46.5,0.30588235294117644,13341.0,0.0,0.0,0.16666666666666666,TRPM1(61); GRM6(32); CABP4(28); SLC24A1(24); GPR179(16)
Bradyopsia,knowledge_filtered,2,2,1.0,26.0,26.0,35.6,0.23076923076923084,13922.5,0.0,0.0,0.0,RGS9(38); RGS9BP(14)
Congenital bile acid synthesis defect,knowledge_filtered,1,1,1.0,26.0,26.0,26.0,0.0,13440.0,0.0,0.0,0.0,HSD3B7(26)
Spermatogenic failure 9,knowledge_filtered,1,1,1.0,26.0,26.0,26.0,0.0,13494.0,0.0,0.0,0.0,DPY19L2(26)
Congenital disorder of glycosylation Im,knowledge_filtered,1,1,1.0,25.0,25.0,25.0,0.0,13730.0,0.0,0.0,0.0,DOLK(25)
Spondylocostal dysostosis,knowledge_filtered,6,6,1.0,23.0,27.428571428571427,41.0,0.193452380952381,14171.0,0.0,0.0,0.14285714285714285,DLL3(44); TBX6(39); LFNG(30); HES7(23); RIPPLY2(20)
Hyperphosphatasia with impaired intellectual development syndrome,knowledge_filtered,3,3,1.0,23.0,25.333333333333332,31.8,0.1315789473684211,14208.0,0.0,0.0,0.0,PIGO(34); PGAP2(23); PIGV(19)
Nonsyndromic congenital nail disorder 4,knowledge_filtered,1,1,1.0,23.0,23.0,23.0,0.0,14076.0,0.0,0.0,0.0,RSPO4(23)
NARP syndrome,knowledge_filtered,1,0,0.0,,,,,,,,,
MELAS syndrome,knowledge_filtered,7,0,0.0,,,,,,,,,
Barth syndrome,knowledge_filtered,1,0,0.0,,,,,,,,,
MERRF syndrome,knowledge_filtered,8,0,0.0,,,,,,,,,
