Disease,dataset,n_genes_total,n_genes_with_pubmed,coverage_pubmed,median_pubmed,mean_pubmed,p90_pubmed,gini_pubmed,median_rank,frac_in_top500,frac_in_top2000,frac_in_top10000,top_genes
Bone inflammation disease,knowledge_full,60,60,1.0,328.0,812.7808219178082,2215.0,0.6140430063982967,995.0,0.3972602739726027,0.6712328767123288,0.9726027397260274,TNF(6439); IL6(5459); STAT3(3689); HLA-DRB1(2868); HLA-DRB1(2868)
Benign neoplasm,knowledge_full,17,17,1.0,328.0,735.2105263157895,1485.9999999999984,0.5736009434424346,996.0,0.3684210526315789,0.7368421052631579,0.8947368421052632,CTNNB1(3354); CTNNB1(3354); APC(1019); RET(994); VHL(916)
Organ system benign neoplasm,knowledge_full,17,17,1.0,328.0,735.2105263157895,1485.9999999999984,0.5736009434424346,996.0,0.3684210526315789,0.7368421052631579,0.8947368421052632,CTNNB1(3354); CTNNB1(3354); APC(1019); RET(994); VHL(916)
ICD10:D3,knowledge_full,17,17,1.0,328.0,735.2105263157895,1485.9999999999984,0.5736009434424346,996.0,0.3684210526315789,0.7368421052631579,0.8947368421052632,CTNNB1(3354); CTNNB1(3354); APC(1019); RET(994); VHL(916)
ICD10:D36,knowledge_full,17,17,1.0,328.0,735.2105263157895,1485.9999999999984,0.5736009434424346,996.0,0.3684210526315789,0.7368421052631579,0.8947368421052632,CTNNB1(3354); CTNNB1(3354); APC(1019); RET(994); VHL(916)
Ankylosing spondylitis,knowledge_full,17,17,1.0,328.0,718.1764705882352,1876.6000000000001,0.5776452279658689,995.0,0.29411764705882354,0.7058823529411765,1.0,STAT3(3689); HLA-B(2215); IL17A(1651); IL1A(1007); IL12B(600)
ICD10:M4,knowledge_full,17,17,1.0,328.0,718.1764705882352,1876.6000000000001,0.5776452279658689,995.0,0.29411764705882354,0.7058823529411765,1.0,STAT3(3689); HLA-B(2215); IL17A(1651); IL1A(1007); IL12B(600)
ICD10:M45,knowledge_full,17,17,1.0,328.0,718.1764705882352,1876.6000000000001,0.5776452279658689,995.0,0.29411764705882354,0.7058823529411765,1.0,STAT3(3689); HLA-B(2215); IL17A(1651); IL1A(1007); IL12B(600)
PTEN hamartoma tumor syndrome,knowledge_full,9,9,1.0,328.0,1435.3636363636363,3744.0,0.5531584129342062,996.0,0.45454545454545453,0.5454545454545454,0.9090909090909091,AKT1(3744); AKT1(3744); PTEN(2819); PTEN(2819); PIK3CA(1717)
Gastrointestinal stromal tumor,knowledge_full,7,7,1.0,328.0,761.8571428571429,1799.8000000000006,0.5479092443277704,996.0,0.42857142857142855,0.7142857142857143,1.0,BRAF(2743); KIT(1171); PDGFRA(558); SDHB(328); SDHA(260)
X-linked thrombocytopenia with beta-thalassemia,knowledge_full,1,1,1.0,326.0,326.0,326.0,0.0,1002.0,0.0,1.0,1.0,GATA1(326)
7q11.23 duplication syndrome,knowledge_full,2,2,1.0,325.5,325.5,337.1,0.022273425499232058,1018.0,0.0,1.0,1.0,GTF2I(340); ELN(311)
osteoporosis-pseudoglioma syndrome,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Bone resorption disease,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Osteoporosis,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Idiopathic juvenile osteoporosis,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
ICD10:M81,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
ICD10:M815,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
ICD10:M819,knowledge_full,1,1,1.0,325.0,325.0,325.0,0.0,1008.0,0.0,1.0,1.0,LRP5(325)
Familial visceral amyloidosis,knowledge_full,21,21,1.0,324.0,1001.5625,4814.200000000009,0.6622269890795631,1236.0,0.40625,0.65625,1.0,APOE(5224); APOE(5224); APOE(5224); APOE(5224); APOA1(1126)
Congenital myopathy 4A,knowledge_full,6,6,1.0,324.0,277.5,401.5,0.26176176176176175,1036.0,0.0,0.6666666666666666,1.0,ACTA1(454); MYH7(349); RYR1(345); TPM3(303); TPM2(163)
Phosphoglycerate kinase 1 deficiency,knowledge_full,1,1,1.0,323.0,323.0,323.0,0.0,1017.0,0.0,1.0,1.0,PGK1(323)
Factor X deficiency,knowledge_full,1,1,1.0,320.0,320.0,320.0,0.0,1039.0,0.0,1.0,1.0,F10(320)
Familial adenomatous polyposis 2,knowledge_full,1,1,1.0,320.0,320.0,320.0,0.0,1041.0,0.0,1.0,1.0,MUTYH(320)
epithelial-stromal TGFBI dystrophy,knowledge_full,3,3,1.0,319.0,1366.6,3395.2000000000007,0.593765549539002,1047.0,0.4,1.0,1.0,APOE(5224); CLU(652); TGFBI(319); TGFBI(319); TGFBI(319)
Granular corneal dystrophy 2,knowledge_full,1,1,1.0,319.0,319.0,319.0,0.0,1047.0,0.0,1.0,1.0,TGFBI(319)
Granular corneal dystrophy,knowledge_full,1,1,1.0,319.0,319.0,319.0,0.0,1047.0,0.0,1.0,1.0,TGFBI(319)
Serine deficiency,knowledge_full,1,1,1.0,318.0,318.0,318.0,0.0,1053.0,0.0,1.0,1.0,PHGDH(318)
PHGDH deficiency,knowledge_full,1,1,1.0,318.0,318.0,318.0,0.0,1053.0,0.0,1.0,1.0,PHGDH(318)
Lissencephaly 3,knowledge_full,2,2,1.0,317.5,317.5,366.7,0.09685039370078741,1150.5,0.0,1.0,1.0,TUBA1A(379); RELN(256)
Lymphoma,knowledge_full,9,9,1.0,316.0,572.2222222222222,1054.2000000000003,0.466537216828479,1063.0,0.3333333333333333,0.8888888888888888,1.0,CXCR4(2175); ACTB(774); MYD88(617); ACTG1(388); KRT5(316)
non-Hodgkin lymphoma,knowledge_full,9,9,1.0,316.0,572.2222222222222,1054.2000000000003,0.466537216828479,1063.0,0.3333333333333333,0.8888888888888888,1.0,CXCR4(2175); ACTB(774); MYD88(617); ACTG1(388); KRT5(316)
Lymphatic system cancer,knowledge_full,9,9,1.0,316.0,572.2222222222222,1054.2000000000003,0.466537216828479,1063.0,0.3333333333333333,0.8888888888888888,1.0,CXCR4(2175); ACTB(774); MYD88(617); ACTG1(388); KRT5(316)
Immune system cancer,knowledge_full,9,9,1.0,316.0,572.2222222222222,1054.2000000000003,0.466537216828479,1063.0,0.3333333333333333,0.8888888888888888,1.0,CXCR4(2175); ACTB(774); MYD88(617); ACTG1(388); KRT5(316)
ICD10:C85,knowledge_full,9,9,1.0,316.0,572.2222222222222,1054.2000000000003,0.466537216828479,1063.0,0.3333333333333333,0.8888888888888888,1.0,CXCR4(2175); ACTB(774); MYD88(617); ACTG1(388); KRT5(316)
Integumentary system benign neoplasm,knowledge_full,7,7,1.0,316.0,781.8571428571429,1806.000000000001,0.5664691602933882,1063.0,0.2857142857142857,0.8571428571428571,1.0,CTNNB1(3354); ACTB(774); ACTG1(388); KRT5(316); KRT1(263)
Skin benign neoplasm,knowledge_full,7,7,1.0,316.0,781.8571428571429,1806.000000000001,0.5664691602933882,1063.0,0.2857142857142857,0.8571428571428571,1.0,CTNNB1(3354); ACTB(774); ACTG1(388); KRT5(316); KRT1(263)
Integumentary system cancer,knowledge_full,6,6,1.0,316.0,373.6363636363636,774.0,0.2673302366733024,1063.0,0.18181818181818182,0.9090909090909091,1.0,ACTB(774); ACTB(774); ACTG1(388); ACTG1(388); KRT5(316)
Skin carcinoma,knowledge_full,6,6,1.0,316.0,373.6363636363636,774.0,0.2673302366733024,1063.0,0.18181818181818182,0.9090909090909091,1.0,ACTB(774); ACTB(774); ACTG1(388); ACTG1(388); KRT5(316)
Skin cancer,knowledge_full,6,6,1.0,316.0,373.6363636363636,774.0,0.2673302366733024,1063.0,0.18181818181818182,0.9090909090909091,1.0,ACTB(774); ACTB(774); ACTG1(388); ACTG1(388); KRT5(316)
Mature T-cell and NK-cell lymphoma,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Peripheral T-cell lymphoma,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Primary cutaneous T-cell non-Hodgkin lymphoma,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
T-cell non-Hodgkin lymphoma,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Borst-Jadassohn intraepidermal carcinoma,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Mycosis fungoides,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
ICD10:C84,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
ICD10:C840,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
ICD10:C844,knowledge_full,5,5,1.0,316.0,398.2,619.6,0.23566047212456046,1063.0,0.2,1.0,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Epidermolysis bullosa simplex,knowledge_full,3,3,1.0,316.0,300.3333333333333,331.2,0.06289308176100628,1063.0,0.0,1.0,1.0,PLEC(335); KRT5(316); KRT14(250)
ICD10:Q810,knowledge_full,3,3,1.0,316.0,300.3333333333333,331.2,0.06289308176100628,1063.0,0.0,1.0,1.0,PLEC(335); KRT5(316); KRT14(250)
ICD10:C4,knowledge_full,13,13,1.0,315.0,574.3846153846154,821.2,0.5619804060945082,1068.0,0.23076923076923078,0.6923076923076923,1.0,ERBB2(3350); ALK(833); ACTB(774); MYCN(511); ACTG1(388)
Peripheral nervous system neoplasm,knowledge_full,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
Autonomic nervous system neoplasm,knowledge_full,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
Neuroblastoma,knowledge_full,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
ICD10:C47,knowledge_full,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
ICD10:C470,knowledge_full,7,7,1.0,315.0,764.0,1839.8000000000009,0.6224489795918368,1068.0,0.2857142857142857,0.5714285714285714,1.0,ERBB2(3350); ALK(833); MYCN(511); BARD1(315); PHOX2B(158)
Primary cutaneous amyloidosis,knowledge_full,17,17,1.0,314.5,816.5,1219.0000000000064,0.6705266380894059,1073.0,0.3,0.65,0.95,APOE(5224); APOE(5224); ACTB(774); SERPINA1(760); C3(747)
Thiopurine S-methyltransferase deficiency,knowledge_full,1,1,1.0,312.0,312.0,312.0,0.0,1085.0,0.0,1.0,1.0,TPMT(312)
Nicolaides-Baraitser syndrome,knowledge_full,1,1,1.0,312.0,312.0,312.0,0.0,1086.0,0.0,1.0,1.0,SMARCA2(312)
Corneal dystrophy,knowledge_full,15,15,1.0,311.0,787.2631578947369,1567.9999999999968,0.7146255128394593,1094.0,0.2631578947368421,0.5789473684210527,0.7894736842105263,APOE(5224); APOE(5224); ZEB1(654); CLU(652); CLU(652)
ICD10:H185,knowledge_full,15,15,1.0,311.0,787.2631578947369,1567.9999999999968,0.7146255128394593,1094.0,0.2631578947368421,0.5789473684210527,0.7894736842105263,APOE(5224); APOE(5224); ZEB1(654); CLU(652); CLU(652)
Aortic valve stenosis,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
Supravalvular aortic stenosis,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
Aortic valve disease,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I0,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I06,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I060,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I3,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I35,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I350,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:I359,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
ICD10:Q253,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1095.0,0.0,1.0,1.0,ELN(311)
Pitt-Hopkins syndrome,knowledge_full,1,1,1.0,311.0,311.0,311.0,0.0,1094.0,0.0,1.0,1.0,TCF4(311)
Metatropic dysplasia,knowledge_full,1,1,1.0,310.0,310.0,310.0,0.0,1098.0,0.0,1.0,1.0,TRPV4(310)
Autoimmune disease of musculoskeletal system,knowledge_full,104,104,1.0,309.0,774.8827586206896,2178.0,0.606444302724481,1105.0,0.4068965517241379,0.6896551724137931,0.9517241379310345,TNF(6439); TNF(6439); IL6(5459); MTHFR(3862); STAT3(3689)
Artery disease,knowledge_full,39,39,1.0,309.0,443.3333333333333,1005.6000000000001,0.464250469924812,1107.5,0.3541666666666667,0.6041666666666666,0.9375,NOS3(2192); AGT(1161); APOA1(1126); SMAD3(1028); SMAD3(1028)
ICD10:I7,knowledge_full,25,25,1.0,307.0,397.90909090909093,929.0000000000001,0.4454183138213296,1120.0,0.36363636363636365,0.5454545454545454,0.9090909090909091,APOA1(1126); SMAD3(1028); SMAD3(1028); APOB(949); ABCA1(849)
Aortic disease,knowledge_full,18,18,1.0,307.0,356.14814814814815,622.0,0.4000277315585135,1120.0,0.3333333333333333,0.5555555555555556,0.9259259259259259,SMAD3(1028); SMAD3(1028); TGFBR2(622); TGFBR2(622); TGFBR1(617)
Inflammatory bowel disease,knowledge_full,21,21,1.0,306.0,924.2272727272727,2838.0000000000005,0.5941416327242325,1124.5,0.36363636363636365,0.6818181818181818,1.0,STAT3(3689); IL10(3485); HLA-DRB1(2868); ABCB1(2568); JAK2(1804)
ICD10:K50,knowledge_full,21,21,1.0,306.0,924.2272727272727,2838.0000000000005,0.5941416327242325,1124.5,0.36363636363636365,0.6818181818181818,1.0,STAT3(3689); IL10(3485); HLA-DRB1(2868); ABCB1(2568); JAK2(1804)
ICD10:K51,knowledge_full,21,21,1.0,306.0,924.2272727272727,2838.0000000000005,0.5941416327242325,1124.5,0.36363636363636365,0.6818181818181818,1.0,STAT3(3689); IL10(3485); HLA-DRB1(2868); ABCB1(2568); JAK2(1804)
ICD10:K52,knowledge_full,21,21,1.0,306.0,924.2272727272727,2838.0000000000005,0.5941416327242325,1124.5,0.36363636363636365,0.6818181818181818,1.0,STAT3(3689); IL10(3485); HLA-DRB1(2868); ABCB1(2568); JAK2(1804)
Immune system disease,knowledge_full,210,210,1.0,304.0,722.6084337349398,2108.000000000017,0.6241752668389497,1135.0,0.35542168674698793,0.6536144578313253,0.9487951807228916,TNF(6439); TNF(6439); TNF(6439); IL6(5459); IL6(5459)
Primary immunodeficiency disease,knowledge_full,183,183,1.0,304.0,686.0173010380623,1644.6,0.6102279163648976,1135.0,0.35294117647058826,0.657439446366782,0.9480968858131488,TNF(6439); TNF(6439); TNF(6439); IL6(5459); IL6(5459)
B cell deficiency,knowledge_full,19,19,1.0,304.0,612.6842105263158,1252.399999999998,0.6319044755605189,1135.0,0.21052631578947367,0.5263157894736842,0.9473684210526315,STAT3(3689); NFKB1(3390); PRKCD(718); CD40LG(548); IL21(415)
Cystic fibrosis,knowledge_full,3,3,1.0,304.0,770.3333333333334,1616.0,0.542622241453916,1135.0,0.3333333333333333,0.6666666666666666,1.0,CFTR(1944); SAA1(304); SAA2(63)
ICD10:E84,knowledge_full,3,3,1.0,304.0,770.3333333333334,1616.0,0.542622241453916,1135.0,0.3333333333333333,0.6666666666666666,1.0,CFTR(1944); SAA1(304); SAA2(63)
Autosomal dominant familial periodic fever,knowledge_full,3,3,1.0,304.0,398.0,722.4,0.42657733109994417,1135.0,0.3333333333333333,0.6666666666666666,1.0,TNFRSF1A(827); SAA1(304); SAA2(63)
Familial Mediterranean fever,knowledge_full,3,3,1.0,304.0,284.0,416.70000000000005,0.26540492957746475,1135.0,0.0,0.75,1.0,MEFV(465); SAA1(304); SAA1(304); SAA2(63)
CINCA Syndrome,knowledge_full,3,3,1.0,304.0,551.6666666666666,1091.2,0.49345417925478346,1135.0,0.3333333333333333,0.6666666666666666,1.0,NLRP3(1288); SAA1(304); SAA2(63)
DOID:0050747,knowledge_full,3,3,1.0,304.0,279.3333333333333,437.6,0.3245823389021479,1135.0,0.0,0.6666666666666666,1.0,B2M(471); SAA1(304); SAA2(63)
Behcet's disease,knowledge_full,3,3,1.0,304.0,860.6666666666666,1832.8000000000002,0.5556416214820552,1135.0,0.3333333333333333,0.6666666666666666,1.0,HLA-B(2215); SAA1(304); SAA2(63)
X-linked agammaglobulinemia,knowledge_full,3,3,1.0,304.0,246.66666666666666,359.2,0.27927927927927926,1135.0,0.0,0.6666666666666666,1.0,BTK(373); SAA1(304); SAA2(63)
ICD10:D80,knowledge_full,3,3,1.0,304.0,246.66666666666666,359.2,0.27927927927927926,1135.0,0.0,0.6666666666666666,1.0,BTK(373); SAA1(304); SAA2(63)
ICD10:D800,knowledge_full,3,3,1.0,304.0,246.66666666666666,359.2,0.27927927927927926,1135.0,0.0,0.6666666666666666,1.0,BTK(373); SAA1(304); SAA2(63)
ICD10:M352,knowledge_full,3,3,1.0,304.0,860.6666666666666,1832.8000000000002,0.5556416214820552,1135.0,0.3333333333333333,0.6666666666666666,1.0,HLA-B(2215); SAA1(304); SAA2(63)
ICD10:C7,knowledge_full,10,10,1.0,303.0,810.5,1202.7999999999984,0.6736458975940777,1180.5,0.4,0.7,0.9,APOE(5224); SMARCA4(756); CALCA(542); SMARCB1(527); PRL(344)
camptodactyly-arthropathy-coxa vara-pericarditis syndrome,knowledge_full,3,3,1.0,303.0,306.6666666666667,423.8,0.2108695652173913,1146.0,0.0,0.6666666666666666,1.0,ACTA1(454); TPM3(303); TPM2(163)
Antithrombin III deficiency,knowledge_full,1,1,1.0,303.0,303.0,303.0,0.0,1145.0,0.0,1.0,1.0,SERPINC1(303)
Multiple cutaneous and mucosal venous malformations,knowledge_full,1,1,1.0,303.0,303.0,303.0,0.0,1143.0,0.0,1.0,1.0,TEK(303)
Vein disease,knowledge_full,1,1,1.0,303.0,303.0,303.0,0.0,1143.0,0.0,1.0,1.0,TEK(303)
ICD10:I87,knowledge_full,1,1,1.0,303.0,303.0,303.0,0.0,1143.0,0.0,1.0,1.0,TEK(303)
ICD10:I879,knowledge_full,1,1,1.0,303.0,303.0,303.0,0.0,1143.0,0.0,1.0,1.0,TEK(303)
Isolated Atrial Amyloidosis,knowledge_full,1,1,1.0,301.0,301.0,301.0,0.0,1154.0,0.0,1.0,1.0,NPPA(301)
Warfarin sensitivity,knowledge_full,5,5,1.0,300.0,406.2,766.6,0.3862136878385032,1159.0,0.2,0.6,1.0,CYP2C9(971); VKORC1(460); F9(300); CYP4F2(159); GGCX(141)
Hypophosphatasia,knowledge_full,1,1,1.0,299.0,299.0,299.0,0.0,1165.0,0.0,1.0,1.0,ALPL(299)
Allergic disease,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
Contact dermatitis,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
Allergic contact dermatitis,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
Atopic dermatitis,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
ICD10:L20,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
ICD10:L200,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
ICD10:L23,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
ICD10:L25,knowledge_full,2,2,1.0,298.0,298.0,426.8,0.27013422818791955,1995.0,0.0,0.5,1.0,FLG(459); CARD11(137)
ICD10:M,knowledge_full,110,110,1.0,297.5,634.4240506329114,1655.8000000000002,0.6056308334473014,1175.5,0.3291139240506329,0.6265822784810127,0.9683544303797469,TNF(6439); IL6(5459); STAT3(3689); MMP9(3165); HLA-DRB1(2868)
Fabry disease,knowledge_full,1,1,1.0,295.0,295.0,295.0,0.0,1180.0,0.0,1.0,1.0,GLA(295)
Perry syndrome,knowledge_full,1,1,1.0,295.0,295.0,295.0,0.0,1178.0,0.0,1.0,1.0,DCTN1(295)
Branchiooculofacial syndrome,knowledge_full,1,1,1.0,295.0,295.0,295.0,0.0,1185.0,0.0,1.0,1.0,TFAP2A(295)
Noonan syndrome,knowledge_full,13,13,1.0,294.0,715.0769230769231,2381.800000000001,0.6387362637362638,1189.0,0.46153846153846156,0.5384615384615384,0.9230769230769231,KRAS(3044); BRAF(2743); PTPN11(937); RAF1(703); NRAS(677)
Endocrine organ benign neoplasm,knowledge_full,8,8,1.0,294.0,397.5,939.4,0.44143081761006286,1223.5,0.25,0.625,0.875,RET(994); VHL(916); PRL(344); SDHB(328); SDHA(260)
ICD10:D35,knowledge_full,8,8,1.0,294.0,397.5,939.4,0.44143081761006286,1223.5,0.25,0.625,0.875,RET(994); VHL(916); PRL(344); SDHB(328); SDHA(260)
Polycystic ovary syndrome,knowledge_full,18,18,1.0,292.5,499.27777777777777,1185.2000000000003,0.5908225461469035,1232.0,0.2777777777777778,0.5555555555555556,0.9444444444444444,AR(2708); YAP1(1503); FTO(1049); INSR(747); HMGA2(532)
Ovarian dysfunction,knowledge_full,18,18,1.0,292.5,499.27777777777777,1185.2000000000003,0.5908225461469035,1232.0,0.2777777777777778,0.5555555555555556,0.9444444444444444,AR(2708); YAP1(1503); FTO(1049); INSR(747); HMGA2(532)
ICD10:E28,knowledge_full,18,18,1.0,292.5,499.27777777777777,1185.2000000000003,0.5908225461469035,1232.0,0.2777777777777778,0.5555555555555556,0.9444444444444444,AR(2708); YAP1(1503); FTO(1049); INSR(747); HMGA2(532)
Spinocerebellar ataxia type 2,knowledge_full,1,1,1.0,291.0,291.0,291.0,0.0,1212.0,0.0,1.0,1.0,ATXN2(291)
Vascular disease,knowledge_full,61,61,1.0,290.5,451.15277777777777,991.3,0.5313800894142919,1222.5,0.3055555555555556,0.5555555555555556,0.9444444444444444,CTNNB1(3354); HLA-B(2215); NOS3(2192); AGT(1161); APOA1(1126)
Multiple endocrine neoplasia type 2A,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Acanthoma,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Basal cell carcinoma,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Squamous cell neoplasm,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Seborrheic keratosis,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
ICD10:C44,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
ICD10:L82,knowledge_full,6,6,1.0,289.5,353.1666666666667,581.0,0.2907818153216926,1243.5,0.16666666666666666,0.8333333333333334,1.0,ACTB(774); ACTG1(388); KRT5(316); KRT1(263); KRT14(250)
Isolated ectopia lentis,knowledge_full,2,2,1.0,289.5,289.5,478.7,0.4084628670120898,4585.5,0.5,0.5,1.0,FBN1(526); ADAMTSL4(53)
"46,XX sex reversal",knowledge_full,5,5,1.0,289.0,376.0,681.6,0.37106382978723396,1227.0,0.4,0.6,1.0,WT1(758); SOX9(567); NR5A1(289); SRY(193); SOX3(73)
Kidney cancer,knowledge_full,12,12,1.0,288.5,1514.3333333333333,3094.400000000001,0.7602446988040209,1233.0,0.4166666666666667,0.6666666666666666,0.9166666666666666,TP53(11608); CTNNB1(3354); WT1(758); IGF2(749); H19(569)
ICD10:C64,knowledge_full,12,12,1.0,288.5,1514.3333333333333,3094.400000000001,0.7602446988040209,1233.0,0.4166666666666667,0.6666666666666666,0.9166666666666666,TP53(11608); CTNNB1(3354); WT1(758); IGF2(749); H19(569)
Opiate dependence,knowledge_full,19,19,1.0,286.0,664.5263157894736,2170.2,0.5821737934254296,1254.0,0.3157894736842105,0.631578947368421,0.9473684210526315,ABCB1(2568); BDNF(2559); COMT(2073); DRD2(1325); DRD4(720)
Substance dependence,knowledge_full,19,19,1.0,286.0,664.5263157894736,2170.2,0.5821737934254296,1254.0,0.3157894736842105,0.631578947368421,0.9473684210526315,ABCB1(2568); BDNF(2559); COMT(2073); DRD2(1325); DRD4(720)
Drug dependence,knowledge_full,19,19,1.0,286.0,664.5263157894736,2170.2,0.5821737934254296,1254.0,0.3157894736842105,0.631578947368421,0.9473684210526315,ABCB1(2568); BDNF(2559); COMT(2073); DRD2(1325); DRD4(720)
Hereditary lymphedema,knowledge_full,1,1,1.0,286.0,286.0,286.0,0.0,1249.0,0.0,1.0,1.0,FLT4(286)
